color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,movie_success,other_actors_facebook_likes
Color,James Cameron,4.71056112069769,3.0137310467299563,-0.2580107212440849,0.06985562051181368,Joel David Moore,-0.3771839147748732,10.466394401539175,Action|Adventure|Fantasy|Sci-Fi,CCH Pounder,Avatar ,5.410018230403498,-0.30222543389985773,Wes Studi,-0.6715507793914534,avatar|future|marine|native|paraplegic,7.177486933909173,USA,PG-13,4.935793640539713,2009.0,-0.21160570349933625,1.3637167627336884,-0.3242928329130202,1.2494950853670272,4.835659295319426,-0.14175008298752256
Color,Gore Verbinski,1.2985422199015533,2.634855688896019,-0.07865967900449497,0.1511174740496126,Orlando Bloom,1.9592342012761799,3.847142422407237,Action|Adventure|Fantasy,Johnny Depp,Pirates of the Caribbean: At World's End ,2.586872175251567,1.8778419171388911,Jack Davenport,-0.6715507793914534,goddess|marriage ceremony|marriage proposal|pirate|singapore,2.467893392268632,USA,PG-13,6.4707788818577265,2007.0,0.7157495769358087,0.6517365024791885,0.10448427777590405,-0.39329733558234964,1.6345254790411066,0.8668670509854213
Color,Christopher Nolan,5.439971337019904,2.424369378988276,6.7503781406937104,12.480502148750137,Christian Bale,1.1804281625924955,5.8827490354360945,Action|Thriller,Tom Hardy,The Dark Knight Rises ,7.166103189473084,4.804019734650204,Joseph Gordon-Levitt,-0.6715507793914534,deception|imprisonment|lawlessness|police officer|terrorist plot,6.2620207884250805,USA,PG-13,5.252536626843431,2012.0,4.823130248154462,1.8977019579245626,0.10448427777590405,7.770883180650918,5.420287921834181,17.3036323969046
Color,Andrew Stanton,2.595271493363268,1.0772569955787215,-0.10669323445224616,-0.1122830167280804,Samantha Morton,-0.39875085123072906,0.3791212261798015,Action|Adventure|Sci-Fi,Daryl Sabara,John Carter ,0.8247801461101237,-0.45056580126877344,Polly Walker,-0.19670799628726415,alien|american civil war|male nipple|mars|princess,1.1711991352090112,USA,PG-13,5.5863350047173475,2012.0,-0.2809747992799179,0.20674883982012635,0.10448427777590405,0.8014607887444699,0.9619721316011124,-0.3932578160079983
Color,Sam Raimi,2.0279524362237678,2.0875912831358874,-0.2580107212440849,1.8323972024178656,James Franco,1.00070369212703,4.245178676057273,Action|Adventure|Romance,J.K. Simmons,Spider-Man 3 ,1.9870903793114467,1.7628668603635917,Kirsten Dunst,-0.6715507793914534,sandman|spider man|symbiote|venom|villain,4.189903365643808,USA,PG-13,5.447455387645718,2007.0,2.084876467342027,-0.14924129030712285,0.10448427777590405,-0.39329733558234964,2.0094712536089907,3.9172736697598927
Color,Nathan Greno,1.4768424950025392,-0.2698553878308332,-0.2532322742927637,-0.2501479544542772,Donna Murphy,-0.38922545429605937,2.253643246883028,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Brad Garrett,Tangled ,1.3867507354144835,-0.4423998168442097,M.C. Gainey,-0.19670799628726415,17th century|based on fairy tale|disney|flower|tower,0.26091976675315764,USA,PG,5.49618507784629,2010.0,-0.29900163667026647,1.2747192302018755,-0.27163599475823996,1.0503687313125574,1.0714208292276277,-0.5491495911245436
Color,Joss Whedon,3.997360020293747,1.4561323534126587,-0.2580107212440849,10.238795844259132,Robert Downey Jr.,1.1205200057706737,6.042117559018159,Action|Adventure|Sci-Fi,Chris Hemsworth,Avengers: Age of Ultron ,2.528699518191044,4.064622408747527,Scarlett Johansson,1.2278203530253036,artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero,2.1540933820602035,USA,PG-13,5.252536626843431,2015.0,4.366754618019056,1.0077266326064385,0.10448427777590405,5.480930109024513,3.3672000980979444,14.605550462278188
Color,Zack Snyder,4.305333222740904,3.224217356637699,-0.2580107212440849,0.7115440501723637,Lauren Cohan,0.461530280730633,4.153010729491135,Action|Adventure|Sci-Fi,Henry Cavill,Batman v Superman: Dawn of Justice ,1.9094202558568807,0.6804981886292374,Alan D. Purwin,-0.6715507793914534,based on comic book|batman|sequel to a reboot|superhero|superman,7.0841249474008805,USA,PG-13,5.252536626843431,2016.0,0.48756176186810574,0.47374143741556424,0.10448427777590405,9.413675601600294,4.477594126181683,1.1991058120404694
Color,Bryan Singer,2.3683438705074678,2.634855688896019,-0.2580107212440849,0.09675609616570574,Marlon Brando,0.6412547511960986,2.2428163278003796,Action|Adventure|Sci-Fi,Kevin Spacey,Superman Returns ,1.0165709948822288,0.9580915610004505,Frank Langella,-0.6715507793914534,crystal|epic|lex luthor|lois lane|return to earth,5.395829024709254,USA,PG-13,4.253577977731707,2006.0,1.8566886522743238,-0.23823882283893574,0.10448427777590405,-0.39329733558234964,1.7717104803861634,1.9534447484400295
Color,Gore Verbinski,1.387692357452046,1.8771049732281444,-0.07865967900449497,0.1511174740496126,Orlando Bloom,1.9592342012761799,5.514472700669095,Action|Adventure|Fantasy,Johnny Depp,Pirates of the Caribbean: Dead Man's Chest ,2.9326018480168328,1.8846552538366868,Jack Davenport,0.27813478681692505,box office hit|giant squid|heart|liar's dice|monster,4.008366169655461,USA,PG-13,4.643415499336282,2006.0,0.7157495769358087,0.8297315675428134,0.10448427777590405,-0.14438939301426224,2.2831239471298623,0.8668670509854213
